|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       56    0.000    0.000    0.000    0.000 spinners.py:109(frame_data)
        4    0.000    0.000    0.000    0.000 spinners.py:116(<genexpr>)
       22    0.000    0.000    0.045    0.002 spinners.py:121(bouncing_spinner_factory)
       25    0.000    0.000    0.015    0.001 spinners.py:152(sequential_spinner_factory)
       76    0.000    0.000    0.000    0.000 spinners.py:166(<genexpr>)
        1    0.000    0.000    0.001    0.001 spinners.py:166(inner_spinner_factory)
        1    0.000    0.000    0.001    0.001 spinners.py:169(<listcomp>)
       56    0.000    0.000    0.000    0.000 spinners.py:171(frame_data)
        3    0.000    0.000    0.000    0.000 spinners.py:175(<genexpr>)
        2    0.000    0.000    0.000    0.000 spinners.py:176(<genexpr>)
        3    0.000    0.000    0.000    0.000 spinners.py:182(<genexpr>)
        3    0.000    0.000    0.002    0.001 spinners.py:187(alongside_spinner_factory)
       10    0.000    0.000    0.000    0.000 spinners.py:202(<genexpr>)
        7    0.000    0.000    0.006    0.001 spinners.py:231(delayed_spinner_factory)
       14    0.000    0.000    0.000    0.000 spinners.py:40(<genexpr>)
       14    0.000    0.000    0.041    0.003 spinners.py:43(<genexpr>)
       99    0.000    0.000    0.000    0.000 spinners.py:45(<genexpr>)
       53    0.000    0.000    0.039    0.001 spinners.py:61(scrolling_spinner_factory)
        2    0.000    0.000    0.000    0.000 spinners.py:86(inner_spinner_factory)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1256(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1285(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1304(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1370(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1845(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1989(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:769(SQLTable)
      141    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      141    0.003    0.000    0.004    0.000 sre_compile.py:292(_optimize_charset)
       24    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       24    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      164    0.000    0.000    0.001    0.000 sre_compile.py:447(_simple)
        6    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      110    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
    67/49    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       43    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       53    0.000    0.000    0.002    0.000 sre_compile.py:560(_compile_info)
      106    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       53    0.000    0.000    0.012    0.000 sre_compile.py:622(_code)
       53    0.001    0.000    0.031    0.001 sre_compile.py:783(compile)
      122    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
   357/53    0.003    0.000    0.010    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
      377    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      775    0.000    0.000    0.001    0.000 sre_parse.py:161(__len__)
     2350    0.002    0.000    0.002    0.000 sre_parse.py:165(__getitem__)
      170    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      673    0.000    0.000    0.001    0.000 sre_parse.py:173(append)
  443/139    0.002    0.000    0.002    0.000 sre_parse.py:175(getwidth)
       55    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     2677    0.002    0.000    0.002    0.000 sre_parse.py:234(__next)
      949    0.000    0.000    0.001    0.000 sre_parse.py:250(match)
     2131    0.001    0.000    0.003    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       30    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      528    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       66    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       97    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
       96    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
   157/53    0.001    0.000    0.017    0.000 sre_parse.py:436(_parse_sub)
   192/56    0.006    0.000    0.017    0.000 sre_parse.py:494(_parse)
       53    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      279    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       86    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        7    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       53    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       53    0.000    0.000    0.018    0.000 sre_parse.py:944(parse)
       86    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.002    0.002 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2179(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2931(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3112(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3496(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:664(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:789(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:821(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:955(StataParser)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:211(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:219(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:58(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:67(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.030    0.030 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:164(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:185(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:202(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:221(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:230(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:238(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:251(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:283(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:293(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:425(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:438(_get_sysconfigdata_name)
        1    0.000    0.000    0.009    0.009 sysconfig.py:509(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:591(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:603(get_path)
      3/1    0.000    0.000    0.010    0.010 sysconfig.py:611(get_config_vars)
      2/1    0.000    0.000    0.010    0.010 sysconfig.py:700(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:88(_getuserbase)
        2    0.000    0.000    0.000    0.000 sysconfig.py:97(joinuser)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1445(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:715(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:944(TemporaryDirectory)
        1    0.000    0.000    0.029    0.029 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:241(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:350(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:364(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
      410    0.007    0.000    0.053    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        3    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        2    0.000    0.000    0.000    0.000 threading.py:359(notify)
        2    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        2    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:31(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:65(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:81(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timing.py:1(elapsed_text)
        1    0.000    0.000    0.000    0.000 timing.py:21(fn_simple_eta)
        4    0.000    0.000    0.000    0.000 timing.py:28(gen_simple_exponential_smoothing)
        7    0.000    0.000    0.000    0.000 timing.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
        5    0.000    0.000    0.000    0.000 tty.py:13(_ansi_escape_sequence)
        1    0.000    0.000    0.000    0.000 tty.py:5(new)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       55    0.000    0.000    0.000    0.000 types.py:176(__get__)
      140    0.001    0.000    0.005    0.000 typing.py:1016(__init__)
      517    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      319    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  174/112    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       16    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       24    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       61    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       36    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
     1000    0.003    0.000    0.007    0.000 typing.py:1154(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       10    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
        8    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       15    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       25    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      312    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  152/108    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       28    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
      120    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       41    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       13    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
       12    0.000    0.000    0.001    0.000 typing.py:1323(__class_getitem__)
       24    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       30    0.013    0.000    0.013    0.000 typing.py:1350(__init_subclass__)
      360    0.000    0.000    0.003    0.000 typing.py:137(_type_convert)
      340    0.002    0.000    0.006    0.000 typing.py:146(_type_check)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       17    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
    16209    0.004    0.000    0.004    0.000 typing.py:1737(cast)
      301    0.000    0.000    0.000    0.000 typing.py:2018(overload)
      389    0.000    0.000    0.000    0.000 typing.py:2047(final)
      156    0.001    0.000    0.001    0.000 typing.py:206(_collect_type_vars)
       96    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       31    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        5    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        5    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        4    0.000    0.000    0.001    0.000 typing.py:2338(__new__)
        4    0.000    0.000    0.001    0.000 typing.py:2356(<dictcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
       84    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       69    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       15    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
  171/164    0.000    0.000    0.012    0.000 typing.py:306(inner)
        7    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
    76/69    0.000    0.000    0.007    0.000 typing.py:401(__getitem__)
       15    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
       69    0.000    0.000    0.007    0.000 typing.py:483(Union)
      253    0.000    0.000    0.003    0.000 typing.py:515(<genexpr>)
        7    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       15    0.000    0.000    0.001    0.000 typing.py:532(Literal)
       58    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      100    0.000    0.000    0.003    0.000 typing.py:664(__init__)
      602    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      145    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       43    0.000    0.000    0.001    0.000 typing.py:722(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
       43    0.000    0.000    0.002    0.000 typing.py:801(__init__)
       58    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     1211    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      140    0.000    0.000    0.002    0.000 typing.py:947(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     1211    0.002    0.000    0.003    0.000 typing.py:986(__setattr__)
     1000    0.003    0.000    0.010    0.000 typing.py:993(__instancecheck__)
        1    0.000    0.000    0.013    0.013 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        4    0.000    0.000    0.002    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:10(spinner_player)
      893    0.005    0.000    0.070    0.000 utils.py:111(fix_signature)
        1    0.000    0.000    0.000    0.000 utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:18(ArrowCTypes)
        2    0.000    0.000    0.000    0.000 utils.py:20(bordered)
        2    0.000    0.000    0.000    0.000 utils.py:23(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:24(inner_bordered)
       19    0.000    0.000    0.003    0.000 utils.py:35(extract_fill_graphemes)
       57    0.000    0.000    0.003    0.000 utils.py:37(<genexpr>)
       57    0.000    0.000    0.000    0.000 utils.py:38(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:41(static_sliding_window)
        1    0.000    0.000    0.000    0.000 utils.py:51(Endianness)
       82    0.000    0.000    0.000    0.000 utils.py:51(sliding_window)
        1    0.000    0.000    0.000    0.000 utils.py:85(combinations)
        1    0.000    0.000    0.000    0.000 utils.py:89(lcm)
        1    0.000    0.000    0.000    0.000 utils.py:94(NoBufferPresent)
       44    0.000    0.000    0.000    0.000 utils.py:96(split_options)
        1    0.000    0.000    0.010    0.010 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.021    0.021 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 void.py:1(<module>)
        3    0.000    0.000    0.000    0.000 void.py:10(inner)
        1    0.000    0.000    0.000    0.000 void.py:22(<lambda>)
        6    0.000    0.000    0.000    0.000 void.py:9(_ansi_escape_sequence)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
     1001    0.003    0.000    0.012    0.000 warnings.py:165(simplefilter)
     1004    0.005    0.000    0.008    0.000 warnings.py:181(_add_filter)
     1000    0.003    0.000    0.003    0.000 warnings.py:437(__init__)
     1000    0.004    0.000    0.005    0.000 warnings.py:458(__enter__)
     1000    0.002    0.000    0.003    0.000 warnings.py:477(__exit__)
        5    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        5    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:433(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:533(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:60(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1105(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1190(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1944(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2171(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2220(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2239(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:716(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:756(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:776(ZipExtFile)
     8006    0.010    0.000    0.010    0.000 {built-in method __new__ of type object at 0x55fa94ca39a0}
      102    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
    17001    0.014    0.000    0.014    0.000 {built-in method _abc._abc_instancecheck}
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
1075/1028    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
     1000    0.001    0.000    0.001    0.000 {built-in method _codecs.lookup_error}
     1000    0.002    0.000    0.002    0.000 {built-in method _codecs.lookup}
     1001    0.002    0.000    0.002    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
     1000    0.008    0.000    0.008    0.000 {built-in method _csv.writer}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
