|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 blocks.py:1373(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:141(Block)
        1    0.000    0.000    0.000    0.000 blocks.py:1623(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1900(NumpyBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1926(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1931(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1998(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2009(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2024(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2076(CategoricalBlock)
     1000    0.003    0.000    0.005    0.000 blocks.py:2091(maybe_coerce_values)
     2000    0.008    0.000    0.009    0.000 blocks.py:2120(get_block_type)
     1000    0.005    0.000    0.027    0.000 blocks.py:2172(new_block)
     1000    0.003    0.000    0.011    0.000 blocks.py:2186(check_ndim)
     1000    0.004    0.000    0.030    0.000 blocks.py:221(make_block)
     1000    0.002    0.000    0.003    0.000 blocks.py:2250(extend_blocks)
     1000    0.015    0.000    0.062    0.000 blocks.py:2282(to_native_types)
     1000    0.006    0.000    0.098    0.000 blocks.py:538(to_native_types)
     5000    0.005    0.000    0.005    0.000 blocks.py:827(iget)
        1    0.000    0.000    0.014    0.014 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:233(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.019    0.019 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:45(CParserWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
       28    0.000    0.000    0.000    0.000 calendar.py:79(__getitem__)
        1    0.000    0.000    0.000    0.000 calibration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calibration.py:4(calibrated_fps)
        1    0.000    0.000    0.001    0.001 card_class.py:1(<module>)
    80000    0.037    0.000    0.037    0.000 card_class.py:18(__repr__)
        1    0.000    0.000    0.000    0.000 card_class.py:3(Card)
   131884    0.163    0.000    0.163    0.000 card_class.py:9(calculate_card_points)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
     5000    0.021    0.000    0.181    0.000 cast.py:120(maybe_convert_platform)
     6000    0.032    0.000    0.056    0.000 cast.py:1763(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 cast.py:2100(LossySetitemError)
        2    0.000    0.000    0.080    0.040 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:131(_cat_compare_op)
        1    0.000    0.000    0.001    0.001 categorical.py:255(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2721(CategoricalAccessor)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:55(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 cells.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cells.py:117(join_cells)
        2    0.000    0.000    0.000    0.000 cells.py:123(combine_cells)
     1679    0.002    0.000    0.003    0.000 cells.py:130(is_wide)
      113    0.000    0.000    0.000    0.000 cells.py:151(fix_cells)
      184    0.001    0.000    0.048    0.000 cells.py:161(to_cells)
      277    0.002    0.000    0.047    0.000 cells.py:166(split_graphemes)
      224    0.000    0.000    0.004    0.000 cells.py:171(mark_graphemes)
     1392    0.001    0.000    0.003    0.000 cells.py:172(<genexpr>)
        9    0.000    0.000    0.000    0.000 cells.py:175(strip_marks)
       92    0.000    0.000    0.000    0.000 cells.py:176(<genexpr>)
       73    0.000    0.000    0.001    0.000 cells.py:179(has_wide)
      457    0.000    0.000    0.001    0.000 cells.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 cells.py:78(print_cells)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.009    0.009 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
     3002    0.005    0.000    0.005    0.000 codecs.py:186(__init__)
      999    0.000    0.000    0.000    0.000 codecs.py:214(setstate)
     1001    0.001    0.000    0.001    0.000 codecs.py:260(__init__)
     1001    0.003    0.000    0.004    0.000 codecs.py:309(__init__)
     1001    0.004    0.000    0.006    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 colors.py:1(<module>)
       39    0.000    0.000    0.000    0.000 colors.py:21(color_factory)
       84    0.000    0.000    0.000    0.000 colors.py:22(apply)
        7    0.000    0.000    0.000    0.000 colors.py:25(mix)
        7    0.000    0.000    0.000    0.000 colors.py:26(<listcomp>)
        1    0.000    0.000    0.002    0.002 column.py:1(<module>)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        6    0.000    0.000    0.049    0.008 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1006(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1042(_IOWrapper)
        1    0.000    0.000    0.000    0.000 common.py:1073(_BytesIOWrapper)
     1000    0.003    0.000    0.004    0.000 common.py:1102(_maybe_memory_map)
     1000    0.005    0.000    0.049    0.000 common.py:112(close)
     2000    0.009    0.000    0.030    0.000 common.py:1147(_is_binary_mode)
     1000    0.002    0.000    0.002    0.000 common.py:1154(needs_i8_conversion)
        1    0.000    0.000    0.009    0.009 common.py:1168(_get_binary_io_classes)
     3000    0.007    0.000    0.020    0.000 common.py:1246(is_float_dtype)
     1000    0.000    0.000    0.000    0.000 common.py:129(__enter__)
     1000    0.002    0.000    0.051    0.000 common.py:132(__exit__)
     1000    0.003    0.000    0.030    0.000 common.py:136(is_url)
     6000    0.004    0.000    0.005    0.000 common.py:1420(is_1d_only_ea_dtype)
     6000    0.005    0.000    0.005    0.000 common.py:146(classes)
     6000    0.004    0.000    0.006    0.000 common.py:148(<lambda>)
     4000    0.006    0.000    0.009    0.000 common.py:1487(is_ea_or_datetimelike_dtype)
     2000    0.001    0.000    0.001    0.000 common.py:151(classes_and_not_datetimelike)
     2000    0.001    0.000    0.002    0.000 common.py:156(<lambda>)
     8000    0.012    0.000    0.024    0.000 common.py:1591(_is_dtype_type)
     3000    0.006    0.000    0.016    0.000 common.py:162(is_object_dtype)
     3000    0.005    0.000    0.017    0.000 common.py:164(_expand_user)
     1018    0.002    0.000    0.004    0.000 common.py:1751(pandas_dtype)
       52    0.000    0.000    0.000    0.000 common.py:20(unpack_zerodim_and_defer)
     2000    0.004    0.000    0.023    0.000 common.py:224(stringify_path)
     2000    0.019    0.000    0.068    0.000 common.py:235(asarray_tuplesafe)
     1000    0.003    0.000    0.007    0.000 common.py:268(is_fsspec_url)
     1000    0.015    0.000    0.113    0.000 common.py:280(_get_filepath_or_buffer)
     5000    0.009    0.000    0.027    0.000 common.py:303(maybe_iterable_to_list)
       52    0.000    0.000    0.001    0.000 common.py:33(wrapper)
     1000    0.001    0.000    0.002    0.000 common.py:362(apply_if_callable)
       52    0.000    0.000    0.001    0.000 common.py:39(_unpack_zerodim_and_defer)
     1000    0.002    0.000    0.013    0.000 common.py:494(get_compression_method)
     1000    0.011    0.000    0.024    0.000 common.py:529(infer_compression)
     2000    0.004    0.000    0.004    0.000 common.py:537(is_string_or_object_np_dtype)
     5000    0.005    0.000    0.011    0.000 common.py:566(require_length_match)
     1000    0.005    0.000    0.069    0.000 common.py:586(check_parent_directory)
     1000    0.023    0.000    0.292    0.000 common.py:645(get_handle)
     1000    0.002    0.000    0.004    0.000 common.py:736(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:78(IOArgs)
     1000    0.002    0.000    0.005    0.000 common.py:790(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:91(IOHandles)
        1    0.000    0.000    0.000    0.000 common.py:925(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 common.py:951(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.020    0.007 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:353(JoinUnit)
        1    0.000    0.000    0.000    0.000 concat.py:384(_Concatenator)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
     5002    0.016    0.000    0.043    0.000 config.py:116(_get_single_key)
     5002    0.011    0.000    0.071    0.000 config.py:134(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:211(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:214(__init__)
        1    0.000    0.000    0.000    0.000 config.py:257(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:258(__init__)
     5002    0.007    0.000    0.077    0.000 config.py:262(__call__)
        1    0.000    0.000    0.000    0.000 config.py:421(option_context)
       79    0.001    0.000    0.003    0.000 config.py:453(register_option)
        2    0.000    0.000    0.000    0.000 config.py:528(deprecate_option)
     5002    0.005    0.000    0.005    0.000 config.py:579(_select_options)
     5002    0.013    0.000    0.017    0.000 config.py:597(_get_root)
    10004    0.012    0.000    0.012    0.000 config.py:611(_get_deprecated_option)
     5002    0.003    0.000    0.007    0.000 config.py:638(_translate_key)
     5002    0.005    0.000    0.013    0.000 config.py:650(_warn_if_deprecated)
       50    0.000    0.000    0.000    0.000 config.py:742(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:76(DeprecatedOption)
       75    0.000    0.000    0.000    0.000 config.py:772(wrap)
       79    0.000    0.000    0.003    0.000 config.py:773(inner)
        4    0.000    0.000    0.000    0.000 config.py:797(is_type_factory)
       29    0.000    0.000    0.000    0.000 config.py:811(inner)
        9    0.000    0.000    0.000    0.000 config.py:818(is_instance_factory)
        1    0.000    0.000    0.000    0.000 config.py:83(RegisteredOption)
       11    0.000    0.000    0.000    0.000 config.py:837(inner)
       20    0.000    0.000    0.000    0.000 config.py:844(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 config.py:846(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:847(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:849(inner)
        8    0.000    0.000    0.000    0.000 config.py:863(is_nonnegative_int)
        1    0.000    0.000    0.003    0.003 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:340(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:745(register_plotting_backend_cb)
        1    0.000    0.000    0.001    0.001 configuration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration.py:103(_options_input_factory)
        1    0.000    0.000    0.000    0.000 configuration.py:104(_input)
        8    0.000    0.000    0.000    0.000 configuration.py:108(<genexpr>)
        6    0.000    0.000    0.000    0.000 configuration.py:113(_format_input_factory)
        6    0.000    0.000    0.000    0.000 configuration.py:114(_input)
        1    0.000    0.000    0.000    0.000 configuration.py:131(_file_input_factory)
        1    0.000    0.000    0.000    0.000 configuration.py:132(_input)
        3    0.000    0.000    0.000    0.000 configuration.py:133(<genexpr>)
        1    0.000    0.000    0.000    0.000 configuration.py:145(create_config)
        1    0.000    0.000    0.000    0.000 configuration.py:146(reset)
        2    0.000    0.000    0.143    0.071 configuration.py:16(_spinner_input_factory)
        1    0.000    0.000    0.000    0.000 configuration.py:175(set_global)
        1    0.000    0.000    0.143    0.143 configuration.py:185(create_context)
        2    0.000    0.000    0.000    0.000 configuration.py:191(_parse)
       26    0.000    0.000    0.000    0.000 configuration.py:194(validator)
        2    0.000    0.000    0.000    0.000 configuration.py:217(<dictcomp>)
      2/1    0.000    0.000    0.143    0.143 configuration.py:219(lazy_init)
        1    0.000    0.000    0.000    0.000 configuration.py:22(_bar_input_factory)
       27    0.000    0.000    0.000    0.000 configuration.py:255(<genexpr>)
       27    0.000    0.000    0.000    0.000 configuration.py:258(<genexpr>)
        3    0.000    0.000    0.000    0.000 configuration.py:28(__style_input)
        3    0.000    0.000    0.000    0.000 configuration.py:29(_input)
        3    0.000    0.000    0.000    0.000 configuration.py:38(__name_lookup)
        3    0.000    0.000    0.000    0.000 configuration.py:39(_input)
        3    0.000    0.000    0.000    0.000 configuration.py:46(__func_lookup)
        4    0.000    0.000    0.000    0.000 configuration.py:58(_int_input_factory)
        4    0.000    0.000    0.000    0.000 configuration.py:59(_input)
        1    0.000    0.000    0.000    0.000 configuration.py:70(_float_input_factory)
        1    0.000    0.000    0.000    0.000 configuration.py:71(_input)
        7    0.000    0.000    0.000    0.000 configuration.py:82(_bool_input_factory)
        7    0.000    0.000    0.000    0.000 configuration.py:83(_input)
        1    0.000    0.000    0.000    0.000 configuration.py:89(_tri_state_input_factory)
        1    0.000    0.000    0.000    0.000 configuration.py:90(_input)
        2    0.000    0.000    0.000    0.000 configuration.py:96(_text_input_factory)
        2    0.000    0.000    0.000    0.000 configuration.py:97(_input)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
     1000    0.007    0.000    0.527    0.001 construction.py:100(arrays_to_mgr)
     1000    0.001    0.000    0.002    0.000 construction.py:231(mgr_to_mgr)
     6000    0.008    0.000    0.039    0.000 construction.py:399(extract_array)
     1000    0.015    0.000    0.916    0.001 construction.py:423(dict_to_mgr)
     4000    0.008    0.000    0.009    0.000 construction.py:461(ensure_wrapped_if_datetimelike)
     1000    0.005    0.000    0.033    0.000 construction.py:481(<listcomp>)
     1000    0.003    0.000    0.004    0.000 construction.py:482(<listcomp>)
     1000    0.003    0.000    0.003    0.000 construction.py:488(<listcomp>)
     6000    0.067    0.000    0.367    0.000 construction.py:493(sanitize_array)
     1000    0.021    0.000    0.366    0.000 construction.py:588(_homogenize)
     1000    0.021    0.000    0.049    0.000 construction.py:627(_extract_index)
     6000    0.010    0.000    0.029    0.000 construction.py:676(_sanitize_ndim)
     6000    0.005    0.000    0.007    0.000 construction.py:713(_sanitize_str_dtypes)
     6000    0.006    0.000    0.017    0.000 construction.py:733(_maybe_repeat)
     1000    0.004    0.000    0.013    0.000 construction.py:744(_try_cast)
       30    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
    30/26    0.000    0.000    0.002    0.000 contextlib.py:130(__enter__)
       30    0.000    0.000    0.001    0.000 contextlib.py:139(__exit__)
       24    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       30    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
     1000    0.002    0.000    0.002    0.000 contextlib.py:373(__init__)
     1000    0.003    0.000    0.005    0.000 contextlib.py:378(__enter__)
     1000    0.002    0.000    0.004    0.000 contextlib.py:383(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.010    0.010 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:216(RNGContext)
        1    0.000    0.000    0.010    0.010 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.006    0.003 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:110(HandleStats)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       14    0.000    0.000    0.003    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
       50    0.000    0.000    0.001    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 core.py:156(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2940(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
        4    0.000    0.000    0.000    0.000 core.py:3401(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3417(shape)
        8    0.000    0.000    0.000    0.000 core.py:60(_context_timing)
        1    0.000    0.000    0.000    0.000 core.py:6310(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6505(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6509(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6515(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6533(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6608(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:67(Handle)
        1    0.000    0.000    0.000    0.000 core.py:6700(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6709(__init__)
        4    0.000    0.000    0.000    0.000 core.py:68(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6809(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6820(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6825(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8197(_convert2ma)
       14    0.000    0.000    0.000    0.000 core.py:8210(__init__)
       14    0.000    0.000    0.000    0.000 core.py:8215(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
       14    0.000    0.000    0.000    0.000 core.py:8227(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
       52    0.000    0.000    0.001    0.000 core.py:894(__init__)
        4    0.000    0.000    0.000    0.000 core.py:9(about_time)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 core.py:94(HandleResult)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 csvs.py:1(<module>)
     3000    0.001    0.000    0.001    0.000 csvs.py:100(decimal)
     2001    0.001    0.000    0.001    0.000 csvs.py:104(header)
     1001    0.001    0.000    0.001    0.000 csvs.py:108(index)
     1000    0.002    0.000    0.010    0.000 csvs.py:112(_initialize_index_label)
     1000    0.003    0.000    0.009    0.000 csvs.py:121(_get_index_label_from_obj)
     1000    0.002    0.000    0.003    0.000 csvs.py:130(_get_index_label_flat)
     1000    0.001    0.000    0.001    0.000 csvs.py:134(_initialize_quotechar)
     1002    0.001    0.000    0.003    0.000 csvs.py:140(has_mi_columns)
     1000    0.007    0.000    0.092    0.000 csvs.py:144(_initialize_columns)
     1000    0.002    0.000    0.002    0.000 csvs.py:163(_initialize_chunksize)
     3000    0.009    0.000    0.012    0.000 csvs.py:168(_number_format)
     1000    0.003    0.000    0.011    0.000 csvs.py:179(data_index)
     1000    0.001    0.000    0.002    0.000 csvs.py:193(nlevels)
     1001    0.003    0.000    0.008    0.000 csvs.py:200(_has_aliases)
     1000    0.002    0.000    0.010    0.000 csvs.py:204(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 csvs.py:208(write_cols)
        1    0.000    0.000    0.000    0.000 csvs.py:223(encoded_labels)
     1000    0.011    0.000    0.872    0.001 csvs.py:236(save)
     1000    0.003    0.000    0.510    0.001 csvs.py:263(_save)
        1    0.000    0.000    0.000    0.000 csvs.py:268(_save_header)
     1000    0.017    0.000    0.497    0.000 csvs.py:296(_save_body)
     1000    0.025    0.000    0.466    0.000 csvs.py:306(_save_chunk)
     1000    0.004    0.000    0.047    0.000 csvs.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 csvs.py:47(CSVFormatter)
     1000    0.010    0.000    0.116    0.000 csvs.py:50(__init__)
     3000    0.001    0.000    0.001    0.000 csvs.py:92(na_rep)
     3000    0.001    0.000    0.001    0.000 csvs.py:96(float_format)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:373(<dictcomp>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1041(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1050(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1060(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1123(_add_slots)
       10    0.000    0.000    0.000    0.000 dataclasses.py:1133(<genexpr>)
        5    0.000    0.000    0.002    0.000 dataclasses.py:1157(dataclass)
        5    0.000    0.000    0.006    0.001 dataclasses.py:1175(wrap)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1188(fields)
       10    0.000    0.000    0.000    0.000 dataclasses.py:1203(<genexpr>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
       19    0.000    0.000    0.000    0.000 dataclasses.py:266(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:305(__set_name__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:324(__init__)
       19    0.000    0.000    0.000    0.000 dataclasses.py:346(field)
        5    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
       24    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:375(<genexpr>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
       14    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:393(_recursive_repr)
       23    0.000    0.000    0.004    0.000 dataclasses.py:412(_create_fn)
       87    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
       19    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
       19    0.000    0.000    0.000    0.000 dataclasses.py:450(_field_init)
       19    0.000    0.000    0.000    0.000 dataclasses.py:510(_init_param)
        5    0.000    0.000    0.001    0.000 dataclasses.py:529(_init_fn)
        5    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:565(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:588(_repr_fn)
        3    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:599(_frozen_get_del_attr)
        6    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        9    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
       31    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
       31    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       31    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
       36    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
       19    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
       27    0.000    0.000    0.000    0.000 dataclasses.py:818(_set_qualname)
       26    0.000    0.000    0.000    0.000 dataclasses.py:825(_set_new_attribute)
        3    0.000    0.000    0.000    0.000 dataclasses.py:840(_hash_set_none)
        2    0.000    0.000    0.000    0.000 dataclasses.py:843(_hash_add)
        2    0.000    0.000    0.000    0.000 dataclasses.py:844(<listcomp>)
        5    0.000    0.000    0.006    0.001 dataclasses.py:882(_process_class)
